age_calBP,palaeo_co2,palaeo_MGS_temp,modern_co2,modern_MGS_temp,recon_mi,corrected_mi_dongyang,corrected_mi
124848.8,276.16499999999996,12.9353352,332.165,11.5795742,0.290054138,0.5609298878479192,0.46179755596780536
125110,276.16499999999996,13.48967381,332.165,11.5795742,0.201296177,0.5112722114027317,0.40098171735646426
125205.7,276.16499999999996,12.54109451,332.165,11.5795742,0.295852195,0.5475826812966895,0.44610701303535844
125476.3,275.98,13.59138641,332.165,11.5795742,0.159891476,0.48228396947410024,0.3642379219107038
125785.6,275.98,11.9403321,332.165,11.5795742,0.32958556,0.5499302047467053,0.44785848660728256
125975.8,275.98,11.86702213,332.165,11.5795742,0.408733814,0.6214612239067994,0.523834354414694
125989.1,275.98,13.77526315,332.165,11.5795742,0.202364958,0.5307852097335671,0.41800221286835026
126136.8,274.085,11.53469563,332.165,11.5795742,0.284477226,0.48825599320098884,0.3842613281974125
126303.9,274.085,12.44669033,332.165,11.5795742,0.273586516,0.5275024957068799,0.4227255705067242
126390.5,274.085,11.47239071,332.165,11.5795742,0.345020302,0.54251922595292,0.4418246600832645
126448.8,274.085,11.71425838,332.165,11.5795742,0.397430714,0.6050366600461459,0.5079599478204199
126654,273.02,11.0118979,332.165,11.5795742,0.384822029,0.5571052355383533,0.4587978227985276
126690.4,273.02,12.1993576,332.165,11.5795742,0.285684125,0.5275981748885926,0.42382475414835585
126747.1,273.975,12.35808689,332.165,11.5795742,0.277650213,0.5288712582631355,0.4222662170084519
126937,273.975,12.06751406,332.165,11.5795742,0.304226981,0.5388586847558465,0.4333877648764808
126980.1,274.93,12.00355485,332.165,11.5795742,0.314150921,0.5449515386298888,0.4379142151983428
127060.4,275.355,14.01001142,332.165,11.5795742,0.215912545,0.5598746517705772,0.4461941667439337
127265.1,275.78,15.08898083,332.165,11.5795742,0.174238711,0.5785692735531858,0.46108520273539866
127457.6,276.33,13.81827752,332.165,11.5795742,0.219527292,0.5556852648078097,0.4373152320794663
127505.4,276.88,13.71752399,332.165,11.5795742,0.205314103,0.5384598033503629,0.4159599507348789
127541.7,276.88,14.6129871,332.165,11.5795742,0.165922774,0.5498034824640088,0.4238868961495948
127553.3,276.88,14.62496276,332.165,11.5795742,0.136888236,0.5259213182430057,0.39427653084917613
127678.4,276.455,12.64410759,332.165,11.5795742,0.354305374,0.6190534885838969,0.5107190607855507
127814.3,276.455,13.01374898,332.165,11.5795742,0.321158816,0.6081190872995876,0.4973255385625834
128021,276.03,11.50451284,332.165,11.5795742,0.329153504,0.5383303523479848,0.4235291587089332
128071.6,278.375,11.83584319,332.165,11.5795742,0.381778265,0.6054252697162468,0.48986544869307164
128117.9,278.375,10.85343743,332.165,11.5795742,0.452840318,0.6221012607889651,0.5069599592508723
128204,280.72,10.8653023,332.165,11.5795742,0.471598912,0.6415084740783255,0.5215952629772084
128253.7,283.24,12.73531048,332.165,11.5795742,0.311456293,0.5876192741037696,0.4579288754721866
128341.2,283.24,13.09325312,332.165,11.5795742,0.295294259,0.591727041057542,0.461007779176707
128392.1,283.24,15.18511519,332.165,11.5795742,0.174431044,0.589984816266568,0.45030989102859464
128828.1,271.08,12.839272040000001,332.165,11.5795742,0.281907894,0.5695241851420051,0.4592431978119676
128949.6,269.76,12.83110596,332.165,11.5795742,0.281062195,0.5692117061222476,0.4608583360569142
129007.1,269.76,12.15021268,332.165,11.5795742,0.33853816,0.5870598217359593,0.4818659137410472
129070.4,269.76,12.54696986,332.165,11.5795742,0.296081958,0.5691016623550924,0.46055853691675697
129202.7,268.44,12.37752376,332.165,11.5795742,0.380161286,0.6390800742679736,0.5397390671200026
129328.7,264.525,11.47379287,332.165,11.5795742,0.398813733,0.6107617698065567,0.5169928851817515
129389.1,264.525,11.29067065,332.165,11.5795742,0.451454262,0.6518806204681752,0.559745920425064
129476.1,264.525,11.06139297,332.165,11.5795742,0.459577633,0.6482873345655398,0.5550234516599797
129526.9,264.525,10.48533837,332.165,11.5795742,0.521900636,0.6789984981249794,0.5849013435996151
129828.4,256.225,11.84908739,332.165,11.5795742,0.362248726,0.5993579957887829,0.5204195292696444
129954.4,256.225,9.962512005,332.165,11.5795742,0.518731668,0.651158435175747,0.5712593293519914
130075.3,256.225,10.91196847,332.165,11.5795742,0.417032271,0.6037942808039448,0.5231975816856208
130212.2,256.225,11.92313241,332.165,11.5795742,0.402387171,0.6436575146981742,0.565289037750381
130382.3,251.34,11.30877672,332.165,11.5795742,0.408378969,0.6185250717588887,0.5486682025862194
130454.1,251.34,12.06439268,332.165,11.5795742,0.357499109,0.6104921180568469,0.5397359739975564
130909.1,245.985,12.06329285,332.165,11.5795742,0.383067593,0.6379285353698039,0.5794511561963394
131044,245.985,11.64726846,332.165,11.5795742,0.377609871,0.6123925307606392,0.5502960169523873
131118.7,245.985,10.95915671,332.165,11.5795742,0.467571795,0.6629732346803263,0.6019786157080939
131192.4,245.985,10.61706868,332.165,11.5795742,0.446161424,0.6247340346221943,0.5610383407009635
131270.6,245.985,12.91414112,332.165,11.5795742,0.335723067,0.6402774444867684,0.5794939945382915
